image_id,label,area,eccentricity,solidity,extent,perimeter,mean_intensity,bbox-0,bbox-1,bbox-2,bbox-3
train_003.png,2,380.0,0.5997904550091328,0.945273631840796,0.6959706959706959,73.59797974644667,0.24473732709884644,9,235,35,256
train_003.png,3,151.0,0.6140061738740544,0.949685534591195,0.7743589743589744,43.79898987322333,0.292088121175766,13,193,28,206
train_003.png,4,184.0,0.2964050167871634,0.9735449735449735,0.8177777777777778,47.21320343559643,0.24339193105697632,21,46,36,61
train_003.png,5,406.0,0.4545316060597747,0.973621103117506,0.8023715415019763,72.52691193458118,0.27577587962150574,23,106,45,129
train_003.png,6,202.0,0.6148165507308069,0.9528301886792453,0.7481481481481481,51.45584412271571,0.20528051257133484,24,151,42,166
train_003.png,7,157.0,0.597968403079422,0.9751552795031055,0.7008928571428571,44.2842712474619,0.29588308930397034,48,139,62,155
train_003.png,8,229.0,0.7733550713599158,0.9703389830508474,0.7789115646258503,55.4558441227157,0.26703670620918274,58,91,79,105
train_003.png,9,142.0,0.7496841685659058,0.9530201342281879,0.7593582887700535,44.04163056034262,0.2066352814435959,76,216,93,227
train_003.png,10,435.0,0.716221194268684,0.8787878787878788,0.6754658385093167,87.74011537017762,0.2530917823314667,77,61,105,84
train_003.png,11,445.0,0.6670588922165102,0.9044715447154471,0.639367816091954,86.66904755831213,0.24879994988441467,78,96,107,120
train_003.png,12,63.0,0.7917431360155087,1.0,0.8181818181818182,27.31370849898476,0.2685566544532776,85,3,92,14
train_003.png,13,206.0,0.6976111170906416,0.9493087557603687,0.7152777777777778,53.698484809834994,0.2988751232624054,88,32,104,50
train_003.png,14,280.0,0.8498520970912642,0.958904109589041,0.7466666666666667,64.2842712474619,0.26612183451652527,91,142,116,157
train_003.png,15,255.0,0.5134316752203084,0.9695817490494296,0.7894736842105263,56.87005768508881,0.24771961569786072,110,204,127,223
train_003.png,16,110.0,0.5350111120834586,0.9649122807017544,0.7692307692307693,36.384776310850235,0.20934607088565826,122,94,135,105
train_003.png,17,275.0,0.6732412561043795,0.9615384615384616,0.7617728531855956,60.2842712474619,0.21364709734916687,122,165,141,184
train_003.png,18,168.0,0.5111593904289752,0.9655172413793104,0.75,46.04163056034262,0.2840547561645508,152,199,166,215
train_003.png,19,140.0,0.6501259061912181,0.9333333333333333,0.717948717948718,42.62741699796952,0.2495119571685791,168,96,183,109
train_003.png,20,156.0,0.6796928877860308,0.9629629629629629,0.7428571428571429,44.62741699796952,0.27696484327316284,170,8,185,22
train_003.png,21,322.0,0.5601677957083804,0.9640718562874252,0.7703349282296651,65.11269837220809,0.2716071605682373,174,232,196,251
train_003.png,22,96.0,0.686379774577338,0.9504950495049505,0.6713286713286714,35.45584412271571,0.19174154102802277,180,25,191,38
train_003.png,23,119.0,0.6263374588247521,0.967479674796748,0.8321678321678322,38.14213562373095,0.2466609627008438,200,222,213,233
train_003.png,24,469.0,0.8341554167749129,0.9250493096646942,0.7962648556876061,88.42640687119285,0.21254605054855347,201,24,232,43
train_003.png,25,584.0,0.8488285327879208,0.8703427719821163,0.6361655773420479,104.66904755831214,0.24029883742332458,211,65,245,92
train_003.png,26,194.0,0.33884726988307506,0.9371980676328503,0.7132352941176471,50.8700576850888,0.19607701897621155,223,169,240,185
train_003.png,27,107.0,0.7656580744795519,0.963963963963964,0.7925925925925926,36.970562748477136,0.23922199010849,223,235,238,244
train_003.png,28,279.0,0.7587164183956002,0.9928825622775801,0.808695652173913,60.2842712474619,0.22300682961940765,228,193,243,216
train_004.png,1,262.0,0.7683469343529828,0.9492753623188406,0.656641604010025,61.35533905932738,0.25993937253952026,2,85,21,106
train_004.png,2,222.0,0.6098509375107489,0.9487179487179487,0.7302631578947368,54.2842712474619,0.21510812640190125,10,144,26,163
train_004.png,3,463.0,0.821701797758179,0.7223088923556942,0.5291428571428571,127.71067811865476,0.25337308645248413,11,19,36,54
train_004.png,4,1038.0,0.8831244785455553,0.6975806451612904,0.41536614645858344,185.92388155425118,0.27779409289360046,19,105,70,154
train_004.png,5,223.0,0.779992329962398,0.9570815450643777,0.652046783625731,55.941125496954285,0.2989816665649414,20,166,39,184
train_004.png,6,961.0,0.9267195466050788,0.7432327919566899,0.5177801724137931,173.48023074035524,0.2950787842273712,27,70,85,102
train_004.png,7,253.0,0.8114071121936156,0.9844357976653697,0.8461538461538461,58.62741699796952,0.30278363823890686,51,195,74,208
train_004.png,8,103.0,0.6333872361133636,0.9626168224299065,0.7202797202797203,35.798989873223334,0.1986662596464157,68,219,81,230
train_004.png,9,485.0,0.8233986932430966,0.776,0.6202046035805626,111.63961030678928,0.2736087739467621,75,32,98,66
train_004.png,10,357.0,0.8148488103343196,0.85,0.6071428571428571,81.25483399593904,0.2606898546218872,79,151,107,172
train_004.png,11,81.0,0.7453245768553192,0.9310344827586207,0.6923076923076923,33.21320343559643,0.20807437598705292,99,116,112,125
train_004.png,12,211.0,0.802436657061048,0.9461883408071748,0.6698412698412698,55.11269837220809,0.26151320338249207,104,2,125,17
train_004.png,13,62.0,0.729809238309065,0.9538461538461539,0.8051948051948052,27.31370849898476,0.23088151216506958,104,211,111,222
train_004.png,14,988.0,0.964600475731136,0.7670807453416149,0.3859375,186.16652224137044,0.26011931896209717,106,51,146,115
train_004.png,15,144.0,0.8068938187641199,0.96,0.7700534759358288,44.62741699796952,0.2872743010520935,115,218,132,229
train_004.png,16,226.0,0.8849783126125329,0.8659003831417624,0.578005115089514,66.42640687119285,0.22135122120380402,120,43,143,60
train_004.png,17,136.0,0.40885497653420616,0.9927007299270073,0.8047337278106509,39.798989873223334,0.29308316111564636,128,179,141,192
train_004.png,18,97.0,0.71291012567599,0.9797979797979798,0.8290598290598291,34.14213562373095,0.2850302755832672,136,8,145,21
train_004.png,19,414.0,0.6939726479347861,0.8941684665226782,0.6428571428571429,83.49747468305833,0.25050386786460876,141,115,169,138
train_004.png,20,860.0,0.9019809762475777,0.8213944603629417,0.593103448275862,145.53910524340094,0.24480243027210236,141,204,191,233
train_004.png,21,384.0,0.3567176478689861,0.9721518987341772,0.7950310559006211,70.5269119345812,0.23441605269908905,142,60,163,83
train_004.png,22,687.0,0.543957257289784,0.7467391304347826,0.48862019914651494,141.19595949289334,0.27875903248786926,144,159,181,197
train_004.png,23,48.0,0.767922701861374,0.9795918367346939,0.7619047619047619,23.31370849898476,0.23248594999313354,161,97,168,106
train_004.png,24,230.0,0.6262656651418842,0.9787234042553191,0.7516339869281046,54.2842712474619,0.29583171010017395,165,1,182,19
train_004.png,25,222.0,0.6928184040161388,0.961038961038961,0.7789473684210526,54.87005768508881,0.2696698307991028,166,71,185,86
train_004.png,26,179.0,0.7502664354141579,0.9572192513368984,0.6884615384615385,49.698484809834994,0.23353751003742218,172,236,185,256
train_004.png,27,210.0,0.595916306526246,0.9905660377358491,0.8235294117647058,50.62741699796952,0.3035598695278168,181,190,196,207
train_004.png,28,107.0,0.7309797581320021,1.0,0.7482517482517482,35.798989873223334,0.2972518801689148,183,48,194,61
train_004.png,29,95.0,0.7790487751555873,1.0,0.811965811965812,34.14213562373095,0.2913292944431305,183,110,196,119
train_004.png,30,157.0,0.6886736249014912,0.9874213836477987,0.8051282051282052,43.79898987322333,0.2966538965702057,186,32,201,45
train_004.png,31,319.0,0.7005108127295523,0.9845679012345679,0.8158567774936062,64.2842712474619,0.31109419465065,189,170,212,187
train_004.png,32,91.0,0.6802402543145134,0.978494623655914,0.7777777777777778,32.97056274847714,0.24972715973854065,192,240,205,249
train_004.png,33,356.0,0.7442775886654636,0.9035532994923858,0.6180555555555556,75.25483399593904,0.2902945578098297,194,104,218,128
train_004.png,34,807.0,0.9003679608198292,0.7323049001814882,0.411734693877551,166.50966799187808,0.2568664252758026,196,4,236,53
train_004.png,35,97.0,0.477665059909146,0.9603960396039604,0.8016528925619835,34.14213562373095,0.2627168595790863,200,140,211,151
train_004.png,36,447.0,0.9095805761193589,0.8851485148514852,0.5209790209790209,93.74011537017762,0.2540750503540039,203,60,236,86
train_004.png,37,54.0,0.7054159258289716,0.9818181818181818,0.6666666666666666,24.970562748477143,0.19570371508598328,211,232,220,241
train_004.png,38,165.0,0.7030085554678874,0.9593023255813954,0.7333333333333333,46.87005768508881,0.21566446125507355,214,188,229,203
train_004.png,39,114.0,0.8004839435284458,0.9743589743589743,0.8444444444444444,38.14213562373095,0.24970096349716187,223,202,232,217
train_004.png,40,123.0,0.7033671431148036,0.9534883720930233,0.7454545454545455,39.798989873223334,0.22769570350646973,226,97,241,108
train_004.png,41,329.0,0.8162968905220547,0.9454022988505747,0.676954732510288,70.76955262170047,0.28766509890556335,226,232,253,250
train_004.png,42,277.0,0.6433341875150409,0.9584775086505191,0.7406417112299465,62.76955262170047,0.22373488545417786,237,210,254,232
train_004.png,43,152.0,0.6488565771742462,0.9559748427672956,0.7238095238095238,44.04163056034261,0.2226019948720932,239,182,254,196
train_005.png,1,247.0,0.20858202293913808,0.9762845849802372,0.8071895424836601,55.45584412271571,0.3035736083984375,41,71,59,88
train_005.png,2,102.0,0.6095317214602222,0.9357798165137615,0.7132867132867133,36.62741699796952,0.1941061019897461,44,22,57,33
train_005.png,3,1968.0,0.9075715354017179,0.7058823529411765,0.5269076305220883,280.2914139223983,0.25749531388282776,48,155,93,238
train_005.png,4,309.0,0.9027305714388336,0.8728813559322034,0.5919540229885057,78.66904755831214,0.20998089015483856,96,10,114,39
train_005.png,5,310.0,0.3220753967180135,0.9422492401215805,0.7029478458049887,67.25483399593904,0.1943163424730301,103,96,124,117
train_005.png,6,84.0,0.7427407108253354,0.9333333333333333,0.717948717948718,32.970562748477136,0.19945290684700012,106,123,115,136
train_005.png,7,2248.0,0.748632573209538,0.7156956383317414,0.4984478935698448,363.1614716074871,0.25919410586357117,122,37,177,119
train_005.png,8,205.0,0.598219825371516,0.9715639810426541,0.803921568627451,50.62741699796952,0.26470333337783813,128,167,143,184
train_005.png,9,131.0,0.4606301654768031,0.9703703703703703,0.7751479289940828,39.798989873223334,0.24284592270851135,149,223,162,236
train_005.png,10,300.0,0.7870041291758341,0.9009009009009009,0.6521739130434783,69.35533905932738,0.29697170853614807,170,119,190,142
train_005.png,11,49.0,0.6772529833197265,0.98,0.7777777777777778,23.31370849898476,0.22166772186756134,182,145,191,152
train_005.png,12,130.0,0.37807227537681487,0.9558823529411765,0.7692307692307693,39.798989873223334,0.23779265582561493,189,196,202,209
train_005.png,13,416.0,0.7807753794943925,0.9476082004555809,0.6753246753246753,79.25483399593904,0.20734629034996033,203,98,225,126
train_005.png,14,161.0,0.5203948485602428,0.9877300613496932,0.8256410256410256,43.79898987322333,0.23987963795661926,212,146,225,161
train_005.png,15,155.0,0.463522317352262,0.9627329192546584,0.7948717948717948,43.798989873223334,0.22287818789482117,227,156,242,169
train_006.png,1,161.0,0.5027295842268369,0.9877300613496932,0.8256410256410256,43.79898987322333,0.2315492033958435,32,217,47,230
train_006.png,2,109.0,0.8216305230976294,0.923728813559322,0.6606060606060606,40.04163056034261,0.20312540233135223,45,143,56,158
train_006.png,3,188.0,0.8124917351966587,0.9641025641025641,0.7611336032388664,51.45584412271571,0.2929883599281311,63,144,76,163
train_006.png,4,158.0,0.5484464337427166,0.9813664596273292,0.8102564102564103,43.798989873223334,0.26908501982688904,170,198,183,213
train_006.png,5,293.0,0.6152289370549169,0.979933110367893,0.8207282913165266,60.87005768508881,0.30877894163131714,212,195,233,212
train_007.png,1,79.0,0.7515523925936086,0.9404761904761905,0.6528925619834711,31.79898987322333,0.23650208115577698,19,74,30,85
train_007.png,2,105.0,0.5455732764307916,0.9459459459459459,0.7342657342657343,35.798989873223334,0.19792062044143677,21,36,34,47
train_007.png,3,330.0,0.5530428315766381,0.967741935483871,0.7551487414187643,65.94112549695427,0.2473420649766922,34,68,53,91
train_007.png,4,123.0,0.5669052031072822,0.9461538461538461,0.727810650887574,39.21320343559643,0.2890005111694336,34,173,47,186
train_007.png,5,163.0,0.5207196545847107,0.9819277108433735,0.8358974358974359,44.384776310850235,0.21629182994365692,56,222,71,235
train_007.png,6,235.0,0.7881571519456662,0.9552845528455285,0.762987012987013,58.2842712474619,0.2993713915348053,59,51,73,73
train_007.png,7,136.0,0.7876525976499894,0.9444444444444444,0.7272727272727273,43.21320343559643,0.2379915565252304,102,110,113,127
train_007.png,8,57.0,0.7566080409724095,1.0,0.7037037037037037,25.556349186104043,0.22408944368362427,110,192,119,201
train_007.png,9,235.0,0.7607218961107158,0.9591836734693877,0.746031746031746,56.2842712474619,0.23805361986160278,148,131,163,152
train_007.png,10,333.0,0.5408741414166054,0.9487179487179487,0.6894409937888198,67.59797974644667,0.20676572620868683,157,41,180,62
train_007.png,11,268.0,0.7749010996395316,0.9675090252707581,0.7768115942028986,60.2842712474619,0.2249947041273117,162,74,177,97
train_007.png,12,211.0,0.8207729542880072,0.9634703196347032,0.7728937728937729,54.62741699796952,0.23224036395549774,175,3,188,24
train_007.png,13,296.0,0.8930185418330848,0.9337539432176656,0.8131868131868132,71.11269837220809,0.26345178484916687,178,187,206,200
train_007.png,14,177.0,0.6315423429584441,0.9414893617021277,0.7375,49.45584412271571,0.250568151473999,181,150,196,166
train_007.png,15,95.0,0.7897431212787206,0.9313725490196079,0.6643356643356644,36.62741699796952,0.20529255270957947,189,18,200,31
train_007.png,16,187.0,0.28636935455893753,0.9739583333333334,0.7791666666666667,48.04163056034261,0.2892845571041107,191,203,206,219
train_007.png,17,227.0,0.6066235547911022,0.9700854700854701,0.7854671280276817,53.45584412271571,0.23200134932994843,228,175,245,192
train_008.png,1,281.0,0.49366904570363596,0.9525423728813559,0.7433862433862434,61.11269837220809,0.2745978832244873,4,125,22,146
train_008.png,2,133.0,0.6681290934957484,0.9708029197080292,0.7869822485207101,40.384776310850235,0.19211551547050476,6,192,19,205
train_008.png,3,225.0,0.7962274805732985,0.9533898305084746,0.6578947368421053,56.52691193458118,0.22801074385643005,31,15,49,34
train_008.png,4,343.0,0.726583679837002,0.9397260273972603,0.694331983805668,71.59797974644667,0.229605033993721,45,181,64,207
train_008.png,5,57.0,0.7566080409724095,1.0,0.7037037037037037,25.556349186104043,0.17006835341453552,58,19,67,28
train_008.png,6,271.0,0.7399910264902517,0.9644128113879004,0.7591036414565826,61.11269837220809,0.18950551748275757,72,93,89,114
train_008.png,7,328.0,0.6280535013801876,0.956268221574344,0.7505720823798627,67.59797974644667,0.18948085606098175,92,43,115,62
train_008.png,8,141.0,0.6605390125285889,1.0,0.8545454545454545,40.970562748477136,0.2140943706035614,93,95,104,110
train_008.png,9,140.0,0.4542905636966517,0.9790209790209791,0.8284023668639053,40.970562748477136,0.23446382582187653,116,185,129,198
train_008.png,10,337.0,0.830963168369751,0.9010695187165776,0.6240740740740741,76.18376618407356,0.27461811900138855,117,35,137,62
train_008.png,11,235.0,0.6980521057047342,0.9670781893004116,0.746031746031746,55.698484809834994,0.2256462574005127,182,150,197,171
train_008.png,12,306.0,0.4324967198715987,0.9683544303797469,0.7669172932330827,63.11269837220809,0.19868960976600647,195,55,214,76
train_008.png,13,91.0,0.3582169420573394,0.978494623655914,0.7520661157024794,32.384776310850235,0.1949853152036667,216,209,227,220
train_008.png,14,135.0,0.702127918411689,0.9712230215827338,0.8181818181818182,40.970562748477136,0.19300268590450287,228,89,243,100
train_009.png,1,262.0,0.4275330892653263,0.9849624060150376,0.8111455108359134,56.8700576850888,0.27914854884147644,8,146,25,165
train_009.png,2,167.0,0.7554604420284281,0.943502824858757,0.6761133603238867,49.11269837220809,0.19727814197540283,9,14,22,33
train_009.png,3,148.0,0.7991540596818285,0.9866666666666667,0.7914438502673797,43.79898987322333,0.26641330122947693,33,90,50,101
train_009.png,4,301.0,0.7525357158366787,0.9741100323624595,0.8361111111111111,63.45584412271571,0.2937086820602417,39,198,63,213
train_009.png,5,92.0,0.7763225123222824,0.9583333333333334,0.7076923076923077,34.384776310850235,0.23096273839473724,54,142,67,152
train_009.png,6,331.0,0.47553354248950724,0.9735294117647059,0.7918660287081339,65.11269837220809,0.30859947204589844,54,228,76,247
train_009.png,7,238.0,0.6789764134401137,0.9596774193548387,0.7368421052631579,56.2842712474619,0.28383150696754456,57,67,74,86
train_009.png,8,122.0,0.5868094957745525,0.976,0.8531468531468531,38.14213562373095,0.24562790989875793,88,56,99,69
train_009.png,9,260.0,0.6926288984019213,0.9523809523809523,0.6842105263157895,59.94112549695428,0.204579696059227,108,119,128,138
train_009.png,10,106.0,0.8065990691036659,0.9464285714285714,0.7066666666666667,37.798989873223334,0.2530706524848938,135,63,145,78
train_009.png,11,208.0,0.45430735068787514,0.9765258215962441,0.8156862745098039,50.62741699796952,0.288920521736145,143,133,160,148
train_009.png,12,375.0,0.29780773781603237,0.9640102827763496,0.7763975155279503,70.52691193458118,0.21242867410182953,155,153,178,174
train_009.png,13,234.0,0.5586716982823021,0.9397590361445783,0.7244582043343654,56.2842712474619,0.21340472996234894,157,61,174,80
train_009.png,14,155.0,0.7311425310217559,0.96875,0.7598039215686274,44.62741699796952,0.269474059343338,168,17,180,34
train_009.png,15,115.0,0.7341097375855216,0.9663865546218487,0.8041958041958042,38.14213562373095,0.27473020553588867,185,28,198,39
train_009.png,16,57.0,0.8019763429625356,0.9661016949152542,0.7037037037037037,26.14213562373095,0.19731564819812775,188,86,197,95
train_009.png,17,347.0,0.19586308978799521,0.9719887955182073,0.7868480725623582,66.5269119345812,0.3035125732421875,192,213,213,234
train_009.png,18,135.0,0.7856924285768664,0.9121621621621622,0.7219251336898396,44.384776310850235,0.22920681536197662,206,27,217,44
train_009.png,19,174.0,0.7626216188829732,0.9560439560439561,0.6823529411764706,48.2842712474619,0.22651326656341553,209,66,226,81
train_009.png,20,294.0,0.6409863535510865,0.9639344262295082,0.7368421052631579,62.526911934581186,0.21779264509677887,229,186,248,207
train_010.png,1,83.0,0.6857595551908607,0.9764705882352941,0.8383838383838383,31.31370849898476,0.26466333866119385,4,188,13,199
train_010.png,2,1455.0,0.9152721207706652,0.7188735177865613,0.49489795918367346,208.06601717798213,0.279139906167984,8,33,78,75
train_010.png,3,139.0,0.5229518466519995,0.9586206896551724,0.7128205128205128,41.45584412271571,0.19949108362197876,9,84,22,99
train_010.png,4,333.0,0.91089840403944,0.8161764705882353,0.5476973684210527,86.91168824543142,0.24651898443698883,13,125,32,157
train_010.png,5,168.0,0.29087832166858796,0.9545454545454546,0.7466666666666667,46.04163056034261,0.227940633893013,20,176,35,191
train_010.png,6,1173.0,0.8996423602235551,0.7925675675675675,0.45465116279069767,189.48023074035524,0.2813805639743805,29,155,72,215
train_010.png,7,148.0,0.7822247530947934,0.9548387096774194,0.7914438502673797,44.384776310850235,0.23634345829486847,39,103,56,114
train_010.png,8,310.0,0.42616974791086953,0.9567901234567902,0.7029478458049887,65.01219330881975,0.21575528383255005,40,74,61,95
train_010.png,9,233.0,0.9301801055684488,0.8859315589353612,0.5393518518518519,69.01219330881975,0.2294158786535263,56,225,83,241
train_010.png,10,284.0,0.7078569788731626,0.9311475409836065,0.6173913043478261,65.01219330881976,0.2926149368286133,63,91,86,111
train_010.png,11,308.0,0.5768902048183584,0.9685534591194969,0.7719298245614035,63.11269837220809,0.2964366376399994,94,118,113,139
train_010.png,12,422.0,0.6354164572328055,0.9440715883668904,0.7377622377622378,78.18376618407356,0.27151182293891907,97,58,119,84
train_010.png,13,116.0,0.7707378024119325,0.943089430894309,0.703030303030303,40.04163056034261,0.2046564519405365,98,212,109,227
train_010.png,14,96.0,0.19818913209915479,0.9896907216494846,0.7933884297520661,32.97056274847714,0.2829446494579315,100,242,111,253
train_010.png,15,377.0,0.8821276701286355,0.8490990990990991,0.5791090629800307,88.91168824543142,0.21199962496757507,103,3,124,34
train_010.png,16,542.0,0.8594523051239633,0.8429237947122862,0.6022222222222222,105.63961030678928,0.2631814479827881,113,173,149,198
train_010.png,17,136.0,0.7068462752983466,0.9784172661870504,0.8242424242424242,40.970562748477136,0.24973325431346893,114,96,129,107
train_010.png,18,70.0,0.7304995244459741,0.958904109589041,0.7070707070707071,28.97056274847714,0.23678354918956757,127,199,136,210
train_010.png,19,458.0,0.8732156361151275,0.8841698841698842,0.7089783281733746,93.1543289325507,0.23346295952796936,141,63,175,82
train_010.png,20,116.0,0.6285193703341718,0.9914529914529915,0.8111888111888111,36.97056274847714,0.27825871109962463,144,150,155,163
train_010.png,21,64.0,0.760850179152876,0.927536231884058,0.6464646464646465,28.970562748477143,0.26557594537734985,146,17,155,28
train_010.png,22,55.0,0.6531082720152334,1.0,0.873015873015873,24.485281374238568,0.22818449139595032,166,244,175,251
train_010.png,23,385.0,0.9460321232461458,0.8406113537117904,0.6581196581196581,95.25483399593904,0.23831987380981445,167,4,206,19
train_010.png,24,204.0,0.7582457693113586,0.9577464788732394,0.7157894736842105,53.11269837220809,0.21767352521419525,168,195,183,214
train_010.png,25,637.0,0.8353144100046035,0.7263397947548461,0.5416666666666666,142.8528137423857,0.23217074573040009,169,111,211,139
train_010.png,26,199.0,0.7332598271528242,0.868995633187773,0.6633333333333333,57.941125496954285,0.2569693922996521,179,77,194,97
train_010.png,27,233.0,0.770394541876294,0.9628099173553719,0.7396825396825397,57.11269837220809,0.22754570841789246,190,175,211,190
